president,datetime,sentiment,tweet,genderpronoun
Obama,30/07/2015 0:00,0.8,he lp President Obama cap off a great year. Wish him a happy birthday: http://ofa.bo/f99r  #44Turns54pic.twitter.com/fCnSmJTUw1,him
Obama,4/08/2015 0:00,0.8,he lp President Obama celebrate another great year—wish him a happy birthday: http://ofa.bo/e4vL  #44turns54pic.twitter.com/r8aa6ZgfRe,him
Obama,4/08/2015 0:00,0.8,It's President Obama's birthday. Wish him a happy 54th: http://ofa.bo/i9AA  #44Turns54pic.twitter.com/x0U8OV7bro,him
Obama,9/11/2015 0:00,0,"""It was never about yes he can—it was about yes we can."" —@Simas44 #OFAFallSummit",he
Trump,17/11/2017 3:15,0.25,.And to think that just last week he was lecturing anyone who would listen about sexual harassment and respect for women. Lesley Stahl tape?,he
Trump,20/02/2018 15:29,-1.85E-17,....cameras running. Another False Accusation. Why doesn’t @washingtonpost report the story of the women taking money to make up stories about me? One had her home mortgage paid off. Only @FoxNews so reported...doesn’t fit the Mainstream Media narrative.,her
Trump,28/02/2018 19:01,0.25,"Today we honor Billy Graham as only three private citizens before him have been honored. We say a prayer for our country: that all across this land, the Lord will raise up men and women like Billy Graham to spread a message of love and hope to every precious child of God. https://t.co/EM4lZUZpX9",him
Trump,17/03/2018 4:08,0.502777778,"Andrew McCabe FIRED, a great day for the hard working men and women of the FBI - A great day for Democracy. Sanctimonious James Comey was his boss and made McCabe look like a choirboy. he knew all about the lies and corruption going on at the highe st levels of the FBI!",he
Trump,16/05/2018 22:57,0.722916667,Gina Haspel is one step closer to leading our brave men and women at the CIA. She is exceptionally qualified and the Senate should confirm her immediately. We need her to keep our great country safe! #ConfirmGina,her
Trump,16/05/2018 22:57,0.722916667,Gina Haspel is one step closer to leading our brave men and women at the CIA. She is exceptionally qualified and the Senate should confirm her immediately. We need her to keep our great country safe! #ConfirmGina,she
Trump,3/09/2018 11:15,-0.041666667,"Richard Trumka, the he ad of the AFL-CIO, represented his union poorly on television this weekend. Some of the things he said were so againt the working men and women of our country, and the success of the U.S. itself, that it is easy to see why unions are doing so poorly. A Dem!",he
Trump,3/09/2018 15:28,-0.041666667,"Richard Trumka, the he ad of the AFL-CIO, represented his union poorly on television this weekend. Some of the things he said were so against the working men and women of our country, and the success of the U.S. itself, that it is easy to see why unions are doing so poorly. A Dem!",he
Trump,5/05/2019 14:55,0.386458333,"I am pleased to inform all of those that believe in a strong, fair and sound Immigration Policy that Mark Morgan will be joining the Trump Administration as the he ad of our hard working men and women of ICE. Mark is a true believer and American Patriot. he will do a great job!",he
Trump,10/05/2019 3:00,0.073148148,"James Comey is a disgrace to the FBI &amp, will go down as the worst Director in its long and once proud history. he brought the FBI down, almost all Republicans &amp, Democrats thought he should be FIRED, but the FBI will regain greatness because of the great men &amp, women who work there!",he
Trump,26/06/2019 2:27,0.384375,"....in our Country’s history, and the poverty index is also best number EVER), leagues and teams love coming to the White House. I am a big fan of the American Team, and Women’s Soccer, but Megan should WIN first before she TALKS! Finish the job! We haven’t yet....",she
Trump,26/06/2019 2:27,0.021666667,"Women’s soccer player, @meganrapino, just stated that she is “not going to the F...ing White House if we win.” Other than the NBA, which now refuses to call owners, owners (please explain that I just got Criminal Justice Reform passed, Black unemployment is at the lowest level...",she
Trump,26/06/2019 14:42,0.021666667,"Women’s soccer player, @mPinoe, just stated that she is “not going to the F...ing White House if we win.” Other than the NBA, which now refuses to call owners, owners (please explain that I just got Criminal Justice Reform passed, Black unemployment is at the lowest level...",she
Trump,26/06/2019 14:42,0.384375,"....in our Country’s history, and the poverty index is also best number EVER), leagues and teams love coming to the White House. I am a big fan of the American Team, and Women’s Soccer, but Megan should WIN first before she TALKS! Finish the job! We haven’t yet....",she
Trump,19/07/2019 12:06,0.0875,"It is amazing how the Fake News Media became “crazed” over the chant “send he back” by a packed Arena (a record) crowd in the Great State of North Carolina, but is totally calm &amp, accepting of the most vile and disgusting statements made by the three Radical Left Congresswomen....",he
Trump,19/07/2019 12:16,0.0875,"It is amazing how the Fake News Media became “crazed” over the chant “send her back” by a packed Arena (a record) crowd in the Great State of North Carolina, but is totally calm &amp, accepting of the most vile and disgusting statements made by the three Radical Left Congresswomen...",her
Trump,22/07/2019 12:31,0.047272727,"The Amazon Washington Post front page story yesterday was total Fake News. The y said “Advisors wrote new talking points and handed him reams of opposition research on the four Congresswomen.” Now really, does that sound like me? What advisors, there were no talking points,....",him
Trump,16/09/2019 21:13,-0.045454545,“How many stories are wrong? Almost all of the stories the New York Times has done are inaccurate and wrong.” @greggutfeld  The New York Times should close its doors and throw away the keys. The women mentioned in the Kavanaugh story said she didn’t even remember the event.,she
Trump,10/12/2019 12:16,0.366666667,"I don’t know what report current Director of the FBI Christopher Wray was reading, but it sure wasn’t the one given to me. With that kind of attitude, he will never be able to fix the FBI, which is badly broken despite having some of the greatest men &amp, women working there!",he
Trump,20/12/2019 3:16,0.40625,"“What’s been revealed is a Country in better shape than it’s been in decades. Working men and women in the Country are the beneficiaries of a President who’s doing exactly what he said he was going to do, that is to restore prosperity for all Americans.” @LouDobbs  Thank you Lou!",he
Trump,5/06/2020 18:04,0,"...over the last number of nights. If she doesn’t treat the se men and women well, the n we’ll bring in a different group of men and women!",she
Trump,5/06/2020 23:10,0.134375,".@MayorBowser is grossly incompetent, and in no way qualified to be running an important city like Washington, D.C. If the great men and women of the National Guard didn’t step forward, she would have looked no better than her counterpart Mayor in Minneapolis!",she
Trump,5/06/2020 23:10,0.134375,".@MayorBowser is grossly incompetent, and in no way qualified to be running an important city like Washington, D.C. If the great men and women of the National Guard didn’t step forward, she would have looked no better than her counterpart Mayor in Minneapolis!",her
Trump,11/06/2020 19:53,0.072495791,"Senator @JoniErnst of IOWA has a new book, “Daughter of the he artland: My Ode to the Country That Raised Me.” The first female combat veteran elected to serve in the U.S. Senate – Joni is as tough as the y come and a true inspiration for women everywhere. Get her book today! https://t.co/yKxUBasreY",her
Trump,2/09/2020 9:31,-0.257142857,"Will Fredo be fired by Fake News @CNN? he speaks with great disrespect about women, and it will only get worse. Fredo’s Ratings are bad, so this is the time. Always terrible to speak to sleazebags, especially whe n you are being recorded. CNN has no choice, Fredo must go! https://t.co/veVwg7G1YF",he
